,file,4Cihan,2Asli,3Cihan,1Asli,5Ozan,fullAgree,fullAgree_score,majority_score
2388,58_mel1_per180160.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2394,510_mel2_per123758.wav,4.0,4.0,4.0,3.0,3.0,False,,4.0
2399,52_mel1_per153895.wav,1.0,1.0,2.0,1.0,2.0,False,,1.0
2401,54_mel1_per119859.wav,2.0,3.0,2.0,1.0,1.0,False,,
2403,51_mel1_per154260.wav,2.0,2.0,2.0,3.0,2.0,False,,2.0
2404,52_mel1_per171659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2405,67_mel1_per1184752.wav,1.0,3.0,2.0,3.0,1.0,False,,
2406,510_mel1_per109558.wav,1.0,1.0,2.0,1.0,1.0,False,,1.0
2408,57_mel2_per147858.wav,1.0,2.0,2.0,2.0,2.0,False,,2.0
2409,51_mel2_per154160.wav,2.0,3.0,2.0,4.0,2.0,False,,2.0
2412,51_mel1_per183959.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2417,64_mel2_per1093742.wav,1.0,4.0,2.0,2.0,2.0,False,,2.0
2420,63_mel1_per1782742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2423,52_mel1_per152658.wav,2.0,1.0,2.0,3.0,1.0,False,,
2428,65_mel2_per1983742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2429,64_mel2_per1023742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2433,66_mel1_per1873742.wav,1.0,1.0,2.0,2.0,2.0,False,,2.0
2434,51_mel2_per150859.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2438,55_mel1_per136759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2440,52_mel1_per148858.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2445,57_mel2_per177658.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2446,510_mel2_per126859.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2451,510_mel1_per130459.wav,1.0,2.0,1.0,2.0,2.0,False,,2.0
2456,51_mel1_per158859.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2459,68_mel2_per1910742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2463,54_mel1_per140160.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2469,63_mel1_per1378742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2472,66_mel1_per1728732.wav,2.0,2.0,4.0,3.0,2.0,False,,2.0
2476,67_mel1_per1374742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2477,64_mel2_per1568742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2478,68_mel1_per1680752.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
2487,53_mel1_per187959.wav,4.0,,4.0,4.0,4.0,True,4.0,4.0
2494,55_mel2_per198758.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2499,510_mel2_per119160.wav,1.0,3.0,3.0,3.0,1.0,False,,3.0
2504,55_mel2_per164759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2508,51_mel2_per108959.wav,3.0,4.0,2.0,4.0,3.0,False,,
2511,51_mel2_per121060.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2513,58_mel2_per180859.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
2518,68_mel2_per1283742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2520,66_mel2_per1188742.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
2525,56_mel2_per105160.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2527,63_mel2_per1272742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2530,65_mel1_per1863742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2533,62_mel2_per1838752.wav,3.0,4.0,2.0,4.0,3.0,False,,
2535,54_mel1_per128758.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2536,68_mel2_per1540742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2537,55_mel1_per172159.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2539,51_mel1_per108959.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2544,66_mel1_per1397752.wav,2.0,3.0,2.0,3.0,3.0,False,,3.0
2546,67_mel1_per1134742.wav,1.0,1.0,1.0,3.0,3.0,False,,1.0
2550,68_mel1_per1446742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2557,61_mel1_per1629742.wav,2.0,3.0,2.0,3.0,3.0,False,,3.0
2560,66_mel1_per1387742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2564,57_mel2_per176759.wav,1.0,2.0,2.0,1.0,1.0,False,,1.0
2570,63_mel2_per1378742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2573,65_mel2_per1062742.wav,1.0,3.0,2.0,3.0,1.0,False,,
2574,52_mel2_per113858.wav,1.0,3.0,1.0,1.0,1.0,False,,1.0
2576,62_mel1_per1458732.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
2583,53_mel2_per187859.wav,2.0,3.0,3.0,4.0,3.0,False,,3.0
2586,56_mel1_per142959.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2592,65_mel2_per1430752.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2599,55_mel1_per132060.wav,1.0,2.0,2.0,3.0,1.0,False,,
2605,65_mel1_per1500752.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2608,610_mel2_per1373742.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
2610,56_mel1_per104160.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
2617,66_mel2_per1735742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2620,58_mel1_per171095.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2621,69_mel1_per1445742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2622,51_mel2_per166060.wav,1.0,3.0,1.0,2.0,1.0,False,,1.0
2624,56_mel1_per110759.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2632,54_mel2_per149859.wav,1.0,2.0,1.0,2.0,2.0,False,,2.0
2641,58_mel2_per175685.wav,4.0,4.0,3.0,4.0,4.0,False,,4.0
2649,53_mel2_per183659.wav,1.0,2.0,2.0,2.0,1.0,False,,2.0
2652,54_mel1_per146959.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2656,52_mel1_per151985.wav,2.0,3.0,2.0,3.0,3.0,False,,3.0
2659,510_mel2_per124160.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2660,56_mel1_per102758.wav,2.0,3.0,3.0,2.0,2.0,False,,2.0
2664,64_mel1_per1568742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2669,55_mel1_per162559.wav,1.0,1.0,1.0,1.0,2.0,False,,1.0
2671,55_mel2_per118758.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
2673,51_mel2_per154260.wav,2.0,3.0,2.0,3.0,3.0,False,,3.0
2685,65_mel2_per1509742.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
2690,63_mel2_per1809742.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
2691,66_mel1_per1823742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2693,510_mel2_per112658.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2695,56_mel2_per163160.wav,3.0,3.0,3.0,3.0,3.0,True,3.0,3.0
2696,66_mel2_per1459742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2697,64_mel2_per1779742.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
2699,510_mel1_per127795.wav,,2.0,2.0,3.0,2.0,False,,2.0
2705,52_mel2_per147659.wav,2.0,2.0,2.0,2.0,1.0,False,,2.0
2708,56_mel2_per178959.wav,1.0,2.0,2.0,2.0,2.0,False,,2.0
2709,56_mel2_per127959.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
2712,510_mel1_per119160.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
2713,68_mel2_per1235742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2714,68_mel2_per1195742.wav,4.0,3.0,4.0,3.0,3.0,False,,3.0
2717,65_mel2_per1074742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2723,63_mel1_per1176742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2727,67_mel1_per1428732.wav,1.0,4.0,2.0,4.0,3.0,False,,
2728,63_mel1_per1495742.wav,1.0,2.0,2.0,3.0,2.0,False,,2.0
2729,52_mel1_per173459.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2738,52_mel1_per188359.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2740,53_mel1_per149558.wav,4.0,,4.0,4.0,4.0,True,4.0,4.0
2748,68_mel2_per1565742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2750,55_mel1_per167160.wav,4.0,4.0,3.0,4.0,3.0,False,,4.0
2766,510_mel1_per119559.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2768,68_mel2_per1938752.wav,1.0,1.0,2.0,2.0,2.0,False,,2.0
2779,510_mel2_per126795.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
2781,66_mel1_per1238752.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2784,51_mel1_per151259.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2785,510_mel2_per129859.wav,1.0,3.0,2.0,2.0,1.0,False,,
2793,61_mel2_per1920762.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2795,63_mel2_per1617742.wav,2.0,3.0,2.0,2.0,3.0,False,,2.0
2797,610_mel1_per1915742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2801,56_mel1_per167758.wav,1.0,3.0,2.0,2.0,3.0,False,,
2803,63_mel1_per1718742.wav,1.0,3.0,1.0,2.0,1.0,False,,1.0
2806,61_mel1_per1450742.wav,2.0,2.0,2.0,3.0,3.0,False,,2.0
2815,56_mel1_per122759.wav,2.0,3.0,3.0,2.0,3.0,False,,3.0
2820,64_mel2_per1664742.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
2822,69_mel1_per1287742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2827,59_mel1_per100685.wav,1.0,1.0,1.0,1.0,2.0,False,,1.0
2830,68_mel2_per1972742.wav,3.0,4.0,3.0,4.0,3.0,False,,3.0
2835,68_mel2_per1651742.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
2838,68_mel2_per1435742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2842,63_mel2_per1288732.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2850,52_mel2_per124159.wav,3.0,4.0,3.0,4.0,3.0,False,,3.0
2853,63_mel1_per1106742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2864,53_mel1_per135059.wav,4.0,,4.0,3.0,3.0,False,,
2872,63_mel1_per1924742.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
2879,58_mel1_per135559.wav,2.0,1.0,1.0,1.0,2.0,False,,1.0
2882,52_mel2_per151985.wav,1.0,1.0,2.0,1.0,1.0,False,,1.0
2884,65_mel2_per1752742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2891,57_mel1_per109659.wav,2.0,1.0,2.0,1.0,1.0,False,,1.0
2893,68_mel2_per1479742.wav,1.0,2.0,3.0,3.0,2.0,False,,
2896,52_mel1_per145859.wav,2.0,3.0,3.0,2.0,2.0,False,,2.0
2904,51_mel2_per166260.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2905,510_mel1_per172559.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2909,69_mel1_per1154742.wav,3.0,4.0,3.0,4.0,3.0,False,,3.0
2910,52_mel2_per123858.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
2912,65_mel1_per1392742.wav,1.0,2.0,1.0,3.0,3.0,False,,
2917,58_mel1_per179060.wav,2.0,1.0,3.0,3.0,3.0,False,,3.0
2926,55_mel1_per180758.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2928,64_mel2_per1990752.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2929,68_mel1_per1283742.wav,3.0,3.0,3.0,4.0,3.0,False,,3.0
2930,66_mel1_per1375742.wav,4.0,3.0,4.0,3.0,4.0,False,,4.0
2933,52_mel2_per171659.wav,1.0,3.0,1.0,2.0,2.0,False,,
2934,610_mel2_per1699742.wav,2.0,3.0,1.0,2.0,3.0,False,,
2940,66_mel2_per1806742.wav,1.0,1.0,2.0,2.0,2.0,False,,2.0
2943,610_mel2_per1915742.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
2946,59_mel1_per110459.wav,1.0,3.0,3.0,3.0,3.0,False,,3.0
2949,61_mel2_per1616742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2951,54_mel1_per108659.wav,2.0,3.0,2.0,3.0,2.0,False,,2.0
2952,54_mel2_per147559.wav,4.0,3.0,2.0,2.0,2.0,False,,2.0
2953,63_mel2_per1029742.wav,1.0,1.0,1.0,1.0,2.0,False,,1.0
2956,56_mel2_per138759.wav,1.0,3.0,1.0,3.0,2.0,False,,
2957,52_mel2_per120659.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2958,610_mel2_per1997742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2959,56_mel1_per163160.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
2962,51_mel2_per158859.wav,2.0,4.0,2.0,3.0,1.0,False,,
2963,54_mel2_per146959.wav,2.0,3.0,3.0,3.0,3.0,False,,3.0
2968,51_mel2_per127160.wav,1.0,2.0,1.0,2.0,2.0,False,,2.0
2969,610_mel2_per1399742.wav,1.0,3.0,2.0,4.0,2.0,False,,
2973,56_mel1_per118060.wav,1.0,2.0,2.0,3.0,2.0,False,,2.0
2977,67_mel1_per1562742.wav,1.0,3.0,2.0,2.0,2.0,False,,2.0
2979,510_mel2_per127795.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2982,68_mel1_per1651742.wav,1.0,3.0,2.0,3.0,3.0,False,,3.0
2986,55_mel1_per138459.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2994,64_mel1_per1985742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
2996,67_mel2_per1939742.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
3000,51_mel2_per116658.wav,3.0,4.0,2.0,4.0,3.0,False,,
3005,61_mel1_per1920762.wav,1.0,2.0,2.0,2.0,2.0,False,,2.0
3007,68_mel2_per1680752.wav,3.0,4.0,4.0,4.0,3.0,False,,4.0
3012,69_mel2_per1426742.wav,1.0,2.0,2.0,2.0,2.0,False,,2.0
3020,51_mel1_per154160.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
3023,56_mel1_per181159.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
3031,68_mel1_per1235742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
3033,63_mel1_per1481742.wav,1.0,4.0,2.0,3.0,3.0,False,,
3035,67_mel1_per1838732.wav,1.0,1.0,2.0,2.0,2.0,False,,2.0
3040,67_mel2_per1913742.wav,2.0,1.0,1.0,2.0,1.0,False,,1.0
3042,68_mel1_per1910742.wav,2.0,3.0,2.0,2.0,2.0,False,,2.0
3045,53_mel1_per154895.wav,4.0,,4.0,4.0,4.0,True,4.0,4.0
3047,64_mel2_per1548732.wav,1.0,2.0,2.0,2.0,2.0,False,,2.0
3049,53_mel1_per116160.wav,4.0,,4.0,4.0,4.0,True,4.0,4.0
3050,57_mel1_per176759.wav,3.0,3.0,3.0,3.0,3.0,True,3.0,3.0
3054,52_mel1_per185006.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
3057,63_mel2_per1947742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
3059,54_mel2_per161858.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
3066,510_mel2_per141759.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
3068,54_mel1_per177559.wav,3.0,4.0,4.0,4.0,3.0,False,,4.0
3074,61_mel1_per1903742.wav,1.0,1.0,2.0,2.0,2.0,False,,2.0
3075,56_mel2_per177659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
3078,69_mel1_per1132742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
3084,56_mel1_per177659.wav,3.0,3.0,4.0,4.0,3.0,False,,3.0
3087,62_mel1_per1329742.wav,2.0,3.0,3.0,4.0,3.0,False,,3.0
3088,67_mel2_per1548742.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
3090,510_mel2_per112958.wav,1.0,2.0,2.0,2.0,3.0,False,,2.0
3092,59_mel1_per129295.wav,4.0,3.0,4.0,4.0,3.0,False,,4.0
3095,64_mel2_per1453742.wav,4.0,3.0,4.0,4.0,3.0,False,,4.0
3097,65_mel1_per1509742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
3101,66_mel1_per1806742.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
3103,66_mel1_per1459742.wav,1.0,1.0,1.0,1.0,2.0,False,,1.0
3115,63_mel2_per1304742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
3117,55_mel2_per114958.wav,3.0,4.0,2.0,3.0,3.0,False,,3.0
3119,63_mel1_per1203742.wav,3.0,3.0,2.0,4.0,3.0,False,,3.0
3121,57_mel1_per161959.wav,1.0,2.0,2.0,3.0,3.0,False,,
3122,63_mel2_per1106742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
3133,54_mel1_per133959.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
3136,53_mel2_per116558.wav,4.0,3.0,4.0,4.0,4.0,False,,4.0
3137,69_mel2_per1360752.wav,1.0,1.0,2.0,1.0,1.0,False,,1.0
3138,53_mel2_per135059.wav,1.0,2.0,2.0,2.0,3.0,False,,2.0
3144,53_mel2_per145659.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
3145,58_mel2_per110060.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
3148,57_mel1_per175958.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
3151,52_mel1_per121160.wav,1.0,2.0,1.0,2.0,1.0,False,,1.0
3152,56_mel2_per132759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
3155,65_mel2_per1113742.wav,1.0,1.0,2.0,2.0,2.0,False,,2.0
3163,61_mel2_per1193742.wav,2.0,2.0,2.0,3.0,1.0,False,,2.0
3169,67_mel1_per1019732.wav,1.0,3.0,2.0,2.0,2.0,False,,2.0
3172,69_mel1_per1319742.wav,1.0,2.0,2.0,2.0,2.0,False,,2.0
3175,63_mel2_per1382742.wav,1.0,3.0,2.0,2.0,1.0,False,,
3176,55_mel1_per147758.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
3180,58_mel2_per153995.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
3185,58_mel1_per169759.wav,1.0,1.0,2.0,1.0,1.0,False,,1.0
3187,510_mel1_per155758.wav,,1.0,2.0,2.0,1.0,False,,
3188,52_mel1_per192658.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
3192,65_mel2_per1500752.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
3198,52_mel2_per145859.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
3200,52_mel2_per141060.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
3214,69_mel2_per1821742.wav,2.0,4.0,2.0,3.0,2.0,False,,2.0
3226,58_mel2_per124259.wav,1.0,1.0,2.0,1.0,2.0,False,,1.0
3231,51_mel1_per116658.wav,3.0,3.0,4.0,4.0,4.0,False,,4.0
3235,67_mel1_per1198742.wav,2.0,2.0,2.0,2.0,3.0,False,,2.0
3236,65_mel1_per1928732.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
3238,53_mel1_per156758.wav,4.0,,4.0,4.0,4.0,True,4.0,4.0
3239,54_mel1_per147559.wav,2.0,4.0,2.0,2.0,1.0,False,,2.0
3241,52_mel2_per160359.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
3245,63_mel1_per1294742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
3246,61_mel2_per1682742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
3249,57_mel1_per147858.wav,2.0,1.0,2.0,2.0,1.0,False,,2.0
3250,53_mel2_per187959.wav,3.0,4.0,3.0,3.0,3.0,False,,3.0
3253,59_mel1_per137559.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
3266,51_mel2_per148060.wav,1.0,2.0,1.0,2.0,1.0,False,,1.0
3267,58_mel1_per124259.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
3270,57_mel1_per105758.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
3271,56_mel1_per115858.wav,1.0,1.0,1.0,2.0,2.0,False,,1.0
3275,55_mel1_per127558.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
3283,610_mel1_per1109742.wav,1.0,1.0,1.0,1.0,3.0,False,,1.0
3292,51_mel2_per129959.wav,2.0,4.0,2.0,4.0,2.0,False,,2.0
3294,52_mel2_per173459.wav,2.0,3.0,3.0,4.0,2.0,False,,
3296,52_mel2_per185858.wav,3.0,4.0,4.0,4.0,3.0,False,,4.0
3303,51_mel2_per101559.wav,2.0,3.0,1.0,3.0,2.0,False,,
3308,58_mel1_per153995.wav,1.0,3.0,2.0,2.0,2.0,False,,2.0
3314,510_mel2_per148959.wav,1.0,2.0,2.0,2.0,2.0,False,,2.0
3316,58_mel1_per183859.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
3318,67_mel1_per1177752.wav,1.0,3.0,3.0,3.0,3.0,False,,3.0
3321,69_mel2_per1757742.wav,2.0,1.0,2.0,2.0,1.0,False,,2.0
3328,56_mel1_per129658.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
3334,58_mel1_per112160.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
3336,62_mel2_per1778742.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
3338,53_mel2_per147558.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
3340,61_mel1_per1878742.wav,2.0,3.0,3.0,2.0,2.0,False,,2.0
3356,62_mel2_per1407742.wav,2.0,4.0,3.0,4.0,3.0,False,,
3362,510_mel1_per119060.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
3366,67_mel1_per1917752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
3367,59_mel1_per177259.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
3368,63_mel2_per1572742.wav,2.0,3.0,2.0,3.0,2.0,False,,2.0
3370,53_mel1_per108658.wav,1.0,,1.0,1.0,1.0,True,1.0,1.0
3372,55_mel2_per145559.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
3379,58_mel2_per130060.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
3382,63_mel2_per1294742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
3384,59_mel1_per125558.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
3385,51_mel1_per129959.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
3387,67_mel1_per1937742.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
3390,51_mel2_per138160.wav,1.0,2.0,1.0,2.0,1.0,False,,1.0
3393,59_mel1_per115060.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
3394,66_mel2_per1238752.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
3397,66_mel1_per1534742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
3403,57_mel2_per139558.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
3406,69_mel2_per1445742.wav,2.0,3.0,3.0,3.0,2.0,False,,3.0
3412,58_mel2_per163859.wav,2.0,4.0,3.0,3.0,3.0,False,,3.0
3414,62_mel1_per1144742.wav,1.0,3.0,2.0,2.0,2.0,False,,2.0
3416,59_mel1_per169595.wav,3.0,3.0,3.0,3.0,3.0,True,3.0,3.0
3420,56_mel2_per161060.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
3423,67_mel2_per1043752.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
3428,68_mel2_per1199742.wav,1.0,1.0,2.0,1.0,1.0,False,,1.0
3432,52_mel1_per131658.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
3433,69_mel1_per1423742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
3439,56_mel1_per148659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
3442,51_mel1_per163559.wav,4.0,4.0,3.0,4.0,2.0,False,,4.0
3443,55_mel2_per176559.wav,2.0,2.0,3.0,2.0,2.0,False,,2.0
3445,65_mel1_per1725742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
3455,55_mel1_per127859.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
3456,63_mel2_per1379742.wav,1.0,2.0,2.0,2.0,1.0,False,,2.0
3458,67_mel1_per1588732.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
3464,62_mel2_per1849752.wav,3.0,4.0,3.0,4.0,3.0,False,,3.0
3467,57_mel1_per142659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
3468,52_mel1_per119659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
3469,64_mel1_per1199732.wav,1.0,1.0,3.0,2.0,2.0,False,,
3473,65_mel1_per1983742.wav,1.0,3.0,2.0,2.0,2.0,False,,2.0
3474,69_mel2_per1132742.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
3477,57_mel2_per124658.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
3490,62_mel1_per1988742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
3493,51_mel1_per106160.wav,3.0,4.0,4.0,4.0,4.0,False,,4.0
3513,55_mel2_per167160.wav,3.0,4.0,4.0,4.0,3.0,False,,4.0
3515,56_mel2_per162295.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
3518,65_mel1_per1855742.wav,1.0,3.0,1.0,3.0,3.0,False,,3.0
3524,61_mel2_per1629742.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
3529,54_mel2_per177559.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
3535,59_mel1_per175659.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
3536,57_mel1_per151859.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
3537,55_mel2_per115260.wav,1.0,1.0,1.0,1.0,2.0,False,,1.0
3539,54_mel1_per146060.wav,1.0,2.0,2.0,3.0,1.0,False,,
3540,52_mel2_per141859.wav,1.0,2.0,2.0,2.0,1.0,False,,2.0
3542,51_mel1_per152859.wav,1.0,2.0,3.0,1.0,2.0,False,,
3549,59_mel1_per195459.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
3551,58_mel2_per179060.wav,2.0,1.0,2.0,2.0,1.0,False,,2.0
